"","Report.Date","ZIP.Code","Number.of.Cases","Number.of.PCR.Testing.Encounters"
"758","5/19/2020","24375","0",9
"759","5/19/2020","24377","0",2
"760","5/19/2020","24378","Suppressed*",10
"761","5/19/2020","24380","Suppressed*",11
"762","5/19/2020","24381","Suppressed*",37
"763","5/19/2020","24382","6",208
"764","5/19/2020","24401","42",402
"765","5/19/2020","24412","0",1
"766","5/19/2020","24413","0",4
"767","5/19/2020","24415","0",2
"768","5/19/2020","24416","12",26
"769","5/19/2020","24421","Suppressed*",17
"770","5/19/2020","24422","6",105
"771","5/19/2020","24426","5",192
"772","5/19/2020","24430","Suppressed*",26
"773","5/19/2020","24431","5",38
"774","5/19/2020","24432","Suppressed*",1
"775","5/19/2020","24433","0",1
"776","5/19/2020","24435","Suppressed*",7
"777","5/19/2020","24437","0",8
"778","5/19/2020","24439","0",8
"779","5/19/2020","24440","8",36
"780","5/19/2020","24441","15",102
"781","5/19/2020","24442","0",1
"782","5/19/2020","24445","0",27
"783","5/19/2020","24448","0",4
"784","5/19/2020","24450","8",53
"785","5/19/2020","24457","0",13
"786","5/19/2020","24458","0",4
"787","5/19/2020","24459","6",2
"788","5/19/2020","24460","0",14
"789","5/19/2020","24465","Suppressed*",13
"790","5/19/2020","24467","Suppressed*",16
"791","5/19/2020","24471","Suppressed*",27
"792","5/19/2020","24472","0",14
"793","5/19/2020","24473","0",3
"794","5/19/2020","24474","0",5
"795","5/19/2020","24476","Suppressed*",5
"796","5/19/2020","24477","13",136
"797","5/19/2020","24479","0",20
"798","5/19/2020","24482","5",49
"799","5/19/2020","24483","Suppressed*",4
"800","5/19/2020","24484","0",5
"801","5/19/2020","24485","0",2
"802","5/19/2020","24486","16",58
"803","5/19/2020","24487","0",3
"804","5/19/2020","24501","25",464
"805","5/19/2020","24502","33",648
"806","5/19/2020","24503","12",306
"807","5/19/2020","24504","7",151
"808","5/19/2020","24517","0",98
"809","5/19/2020","24520","Suppressed*",30
"810","5/19/2020","24521","7",204
"811","5/19/2020","24522","15",195
"812","5/19/2020","24523","8",318
"813","5/19/2020","24526","Suppressed*",26
"814","5/19/2020","24527","Suppressed*",45
"815","5/19/2020","24528","Suppressed*",62
"816","5/19/2020","24529","Suppressed*",46
"817","5/19/2020","24530","0",17
"818","5/19/2020","24531","Suppressed*",94
"819","5/19/2020","24534","5",33
"820","5/19/2020","24536","0",3
"821","5/19/2020","24538","Suppressed*",85
"822","5/19/2020","24539","0",6
"823","5/19/2020","24540","23",410
"824","5/19/2020","24541","24",392
"825","5/19/2020","24549","Suppressed*",47
"826","5/19/2020","24550","5",109
"827","5/19/2020","24551","19",396
"828","5/19/2020","24553","Suppressed*",40
"829","5/19/2020","24554","Suppressed*",63
"830","5/19/2020","24555","Suppressed*",11
"831","5/19/2020","24556","0",57
"832","5/19/2020","24557","Suppressed*",100
"833","5/19/2020","24558","5",129
"834","5/19/2020","24562","0",13
"835","5/19/2020","24563","Suppressed*",88
"836","5/19/2020","24565","0",8
"837","5/19/2020","24566","Suppressed*",16
"838","5/19/2020","24569","0",15
"839","5/19/2020","24571","Suppressed*",27
"840","5/19/2020","24572","12",312
"841","5/19/2020","24574","Suppressed*",51
"842","5/19/2020","24577","Suppressed*",63
"843","5/19/2020","24578","Suppressed*",3
"844","5/19/2020","24579","0",3
"845","5/19/2020","24580","Suppressed*",17
"846","5/19/2020","24586","Suppressed*",68
"847","5/19/2020","24588","Suppressed*",163
"848","5/19/2020","24589","0",32
"849","5/19/2020","24590","11",196
"850","5/19/2020","24592","12",286
"851","5/19/2020","24593","Suppressed*",27
"852","5/19/2020","24594","Suppressed*",32
"853","5/19/2020","24595","0",5
"854","5/19/2020","24597","Suppressed*",18
"855","5/19/2020","24598","Suppressed*",32
"856","5/19/2020","24599","Suppressed*",17
"857","5/19/2020","24602","0",10
"858","5/19/2020","24603","Suppressed*",9
"859","5/19/2020","24605","Suppressed*",135
"860","5/19/2020","24606","0",3
"861","5/19/2020","24607","0",1
"862","5/19/2020","24609","Suppressed*",85
"863","5/19/2020","24612","0",3
"864","5/19/2020","24613","0",20
"865","5/19/2020","24614","17",218
"866","5/19/2020","24620","0",16
"867","5/19/2020","24622","0",17
"868","5/19/2020","24628","0",5
"869","5/19/2020","24630","0",68
"870","5/19/2020","24631","0",22
"871","5/19/2020","24634","0",7
"872","5/19/2020","24635","0",11
"873","5/19/2020","24637","0",27
"874","5/19/2020","24639","Suppressed*",53
"875","5/19/2020","24641","0",97
"876","5/19/2020","24646","0",6
"877","5/19/2020","24649","0",22
"878","5/19/2020","24651","0",69
"879","5/19/2020","24656","0",38
"880","5/19/2020","24657","0",2
"881","5/19/2020","Not Reported","616",28283
"882","5/19/2020","Out-of-State","35",3136
