"","Report.Date","ZIP.Code","Number.of.Cases","Number.of.PCR.Testing.Encounters"
"223","5/22/2020","22811","Suppressed*",16
"224","5/22/2020","22812","15",187
"225","5/22/2020","22815","58",205
"226","5/22/2020","22820","0",2
"227","5/22/2020","22821","16",103
"228","5/22/2020","22824","50",70
"229","5/22/2020","22827","40",262
"230","5/22/2020","22830","14",40
"231","5/22/2020","22831","Suppressed*",15
"232","5/22/2020","22832","Suppressed*",18
"233","5/22/2020","22834","Suppressed*",22
"234","5/22/2020","22835","106",258
"235","5/22/2020","22840","6",77
"236","5/22/2020","22841","11",65
"237","5/22/2020","22842","52",96
"238","5/22/2020","22843","Suppressed*",33
"239","5/22/2020","22844","31",106
"240","5/22/2020","22845","0",3
"241","5/22/2020","22846","6",49
"242","5/22/2020","22847","Suppressed*",13
"243","5/22/2020","22849","11",94
"244","5/22/2020","22850","6",26
"245","5/22/2020","22851","50",115
"246","5/22/2020","22853","39",126
"247","5/22/2020","22901","93",1080
"248","5/22/2020","22902","29",639
"249","5/22/2020","22903","44",775
"250","5/22/2020","22904","0",6
"251","5/22/2020","22911","16",461
"252","5/22/2020","22920","Suppressed*",53
"253","5/22/2020","22922","Suppressed*",49
"254","5/22/2020","22923","8",108
"255","5/22/2020","22931","0",9
"256","5/22/2020","22932","13",196
"257","5/22/2020","22935","Suppressed*",23
"258","5/22/2020","22936","Suppressed*",98
"259","5/22/2020","22937","Suppressed*",38
"260","5/22/2020","22938","Suppressed*",23
"261","5/22/2020","22939","5",80
"262","5/22/2020","22940","Suppressed*",22
"263","5/22/2020","22942","7",280
"264","5/22/2020","22943","0",10
"265","5/22/2020","22946","Suppressed*",4
"266","5/22/2020","22947","Suppressed*",93
"267","5/22/2020","22948","0",2
"268","5/22/2020","22949","0",39
"269","5/22/2020","22952","0",36
"270","5/22/2020","22958","Suppressed*",33
"271","5/22/2020","22959","Suppressed*",60
"272","5/22/2020","22960","24",330
"273","5/22/2020","22963","24",418
"274","5/22/2020","22964","0",4
"275","5/22/2020","22967","Suppressed*",29
"276","5/22/2020","22968","9",225
"277","5/22/2020","22969","Suppressed*",32
"278","5/22/2020","22971","0",43
"279","5/22/2020","22972","Suppressed*",16
"280","5/22/2020","22973","7",169
"281","5/22/2020","22974","5",134
"282","5/22/2020","22976","0",7
"283","5/22/2020","22980","41",524
"284","5/22/2020","22989","0",4
"285","5/22/2020","23002","20",294
"286","5/22/2020","23004","10",44
"287","5/22/2020","23005","35",313
"288","5/22/2020","23009","13",138
"289","5/22/2020","23011","Suppressed*",24
"290","5/22/2020","23015","9",94
"291","5/22/2020","23021","0",5
"292","5/22/2020","23022","6",40
"293","5/22/2020","23023","Suppressed*",5
"294","5/22/2020","23024","25",162
"295","5/22/2020","23025","0",9
"296","5/22/2020","23027","Suppressed*",39
"297","5/22/2020","23030","17",134
"298","5/22/2020","23032","0",2
"299","5/22/2020","23035","Suppressed*",20
"300","5/22/2020","23038","8",46
"301","5/22/2020","23039","Suppressed*",25
"302","5/22/2020","23040","8",121
"303","5/22/2020","23043","Suppressed*",15
"304","5/22/2020","23045","0",2
"305","5/22/2020","23047","Suppressed*",28
"306","5/22/2020","23050","Suppressed*",8
"307","5/22/2020","23055","38",63
"308","5/22/2020","23056","0",0
"309","5/22/2020","23059","44",604
"310","5/22/2020","23060","95",785
"311","5/22/2020","23061","17",297
"312","5/22/2020","23062","Suppressed*",55
"313","5/22/2020","23063","54",193
"314","5/22/2020","23064","0",2
"315","5/22/2020","23065","Suppressed*",31
"316","5/22/2020","23066","0",4
"317","5/22/2020","23068","0",6
"318","5/22/2020","23069","7",59
"319","5/22/2020","23070","0",6
"320","5/22/2020","23071","Suppressed*",22
"321","5/22/2020","23072","7",186
"322","5/22/2020","23075","111",336
"323","5/22/2020","23076","0",13
"324","5/22/2020","23079","0",2
"325","5/22/2020","23083","Suppressed*",50
"326","5/22/2020","23084","6",69
"327","5/22/2020","23085","Suppressed*",9
"328","5/22/2020","23086","Suppressed*",49
"329","5/22/2020","23089","8",124
"330","5/22/2020","23091","0",11
"331","5/22/2020","23092","0",6
"332","5/22/2020","23093","26",403
"333","5/22/2020","23102","7",53
"334","5/22/2020","23103","15",114
"335","5/22/2020","23106","Suppressed*",25
"336","5/22/2020","23108","0",1
"337","5/22/2020","23109","Suppressed*",37
"338","5/22/2020","23110","0",14
"339","5/22/2020","23111","78",773
"340","5/22/2020","23112","97",1029
"341","5/22/2020","23113","70",625
"342","5/22/2020","23114","35",394
"343","5/22/2020","23115","0",8
"344","5/22/2020","23116","97",792
"345","5/22/2020","23117","10",242
"346","5/22/2020","23119","Suppressed*",2
"347","5/22/2020","23120","26",241
"348","5/22/2020","23123","16",104
"349","5/22/2020","23124","5",86
"350","5/22/2020","23125","0",1
"351","5/22/2020","23126","0",5
"352","5/22/2020","23128","Suppressed*",21
"353","5/22/2020","23129","0",3
"354","5/22/2020","23130","Suppressed*",6
"355","5/22/2020","23138","0",4
"356","5/22/2020","23139","26",440
"357","5/22/2020","23140","14",153
"358","5/22/2020","23141","9",154
"359","5/22/2020","23146","6",39
"360","5/22/2020","23148","Suppressed*",26
"361","5/22/2020","23149","6",57
"362","5/22/2020","23150","51",299
"363","5/22/2020","23153","Suppressed*",24
"364","5/22/2020","23156","Suppressed*",26
"365","5/22/2020","23160","0",9
"366","5/22/2020","23161","0",1
"367","5/22/2020","23163","0",0
"368","5/22/2020","23168","8",196
"369","5/22/2020","23169","0",13
"370","5/22/2020","23173","0",1
"371","5/22/2020","23175","Suppressed*",21
"372","5/22/2020","23176","0",7
"373","5/22/2020","23177","0",14
"374","5/22/2020","23180","0",4
"375","5/22/2020","23181","Suppressed*",132
"376","5/22/2020","23185","135",1175
"377","5/22/2020","23187","0",13
"378","5/22/2020","23188","124",1148
"379","5/22/2020","23192","11",102
"380","5/22/2020","23219","14",108
"381","5/22/2020","23220","62",532
"382","5/22/2020","23221","21",252
"383","5/22/2020","23222","86",584
"384","5/22/2020","23223","234",1372
"385","5/22/2020","23224","384",1356
"386","5/22/2020","23225","210",1309
"387","5/22/2020","23226","94",417
"388","5/22/2020","23227","73",618
"389","5/22/2020","23228","121",923
"390","5/22/2020","23229","96",731
"391","5/22/2020","23230","12",164
"392","5/22/2020","23231","108",794
"393","5/22/2020","23233","107",708
"394","5/22/2020","23234","348",1337
"395","5/22/2020","23235","105",940
"396","5/22/2020","23236","61",706
"397","5/22/2020","23237","114",613
"398","5/22/2020","23238","226",870
"399","5/22/2020","23250","0",2
"400","5/22/2020","23294","57",380
"401","5/22/2020","23301","60",131
"402","5/22/2020","23302","Suppressed*",6
"403","5/22/2020","23303","14",47
"404","5/22/2020","23304","Suppressed*",6
"405","5/22/2020","23306","23",70
"406","5/22/2020","23307","12",41
"407","5/22/2020","23308","36",97
"408","5/22/2020","23310","17",100
"409","5/22/2020","23313","Suppressed*",4
"410","5/22/2020","23314","10",176
"411","5/22/2020","23315","Suppressed*",36
"412","5/22/2020","23316","11",42
"413","5/22/2020","23320","144",1632
"414","5/22/2020","23321","46",727
"415","5/22/2020","23322","80",988
"416","5/22/2020","23323","65",719
"417","5/22/2020","23324","44",474
"418","5/22/2020","23325","39",432
"419","5/22/2020","23336","9",59
"420","5/22/2020","23337","0",8
"421","5/22/2020","23347","14",34
"422","5/22/2020","23350","55",172
"423","5/22/2020","23354","9",20
"424","5/22/2020","23356","Suppressed*",32
"425","5/22/2020","23357","31",60
"426","5/22/2020","23359","11",23
"427","5/22/2020","23389","Suppressed*",4
"428","5/22/2020","23395","15",40
"429","5/22/2020","23398","Suppressed*",8
"430","5/22/2020","23401","Suppressed*",15
"431","5/22/2020","23405","10",35
"432","5/22/2020","23407","45",77
"433","5/22/2020","23408","Suppressed*",4
"434","5/22/2020","23409","Suppressed*",6
"435","5/22/2020","23410","48",126
"436","5/22/2020","23413","74",220
"437","5/22/2020","23414","22",44
"438","5/22/2020","23415","34",104
"439","5/22/2020","23416","11",42
"440","5/22/2020","23417","50",154
"441","5/22/2020","23418","42",99
"442","5/22/2020","23420","63",153
"443","5/22/2020","23421","119",461
"444","5/22/2020","23422","Suppressed*",15
"445","5/22/2020","23423","Suppressed*",9
"446","5/22/2020","23426","5",6
"447","5/22/2020","23427","5",10
"448","5/22/2020","23430","31",324
"449","5/22/2020","23432","7",30
"450","5/22/2020","23433","0",27
"451","5/22/2020","23434","163",1400
"452","5/22/2020","23435","103",683
"453","5/22/2020","23436","0",16
"454","5/22/2020","23437","6",112
"455","5/22/2020","23438","Suppressed*",54
"456","5/22/2020","23440","0",3
"457","5/22/2020","23441","18",45
"458","5/22/2020","23442","19",61
"459","5/22/2020","23451","48",993
"460","5/22/2020","23452","87",1518
"461","5/22/2020","23453","52",799
"462","5/22/2020","23454","88",1388
"463","5/22/2020","23455","41",1103
"464","5/22/2020","23456","62",1217
"465","5/22/2020","23457","5",88
"466","5/22/2020","23459","Suppressed*",53
"467","5/22/2020","23460","0",15
"468","5/22/2020","23461","0",9
"469","5/22/2020","23462","124",1664
"470","5/22/2020","23464","81",1492
"471","5/22/2020","23480","Suppressed*",13
"472","5/22/2020","23486","0",5
"473","5/22/2020","23487","61",165
"474","5/22/2020","23488","8",19
"475","5/22/2020","23502","42",575
"476","5/22/2020","23503","41",617
"477","5/22/2020","23504","51",912
"478","5/22/2020","23505","37",543
"479","5/22/2020","23507","8",157
"480","5/22/2020","23508","24",288
"481","5/22/2020","23509","32",304
"482","5/22/2020","23510","48",441
"483","5/22/2020","23511","0",51
"484","5/22/2020","23513","43",675
"485","5/22/2020","23517","6",103
"486","5/22/2020","23518","40",728
"487","5/22/2020","23523","11",173
"488","5/22/2020","23551","0",1
"489","5/22/2020","23601","24",552
"490","5/22/2020","23602","47",702
"491","5/22/2020","23603","Suppressed*",52
"492","5/22/2020","23604","Suppressed*",24
"493","5/22/2020","23605","14",260
"494","5/22/2020","23606","35",495
"495","5/22/2020","23607","25",351
"496","5/22/2020","23608","71",745
"497","5/22/2020","23651","Suppressed*",9
"498","5/22/2020","23661","15",237
"499","5/22/2020","23662","7",186
"500","5/22/2020","23663","11",224
"501","5/22/2020","23664","7",161
"502","5/22/2020","23665","Suppressed*",33
"503","5/22/2020","23666","73",946
"504","5/22/2020","23669","56",682
"505","5/22/2020","23690","0",56
"506","5/22/2020","23691","0",9
"507","5/22/2020","23692","16",307
"508","5/22/2020","23693","12",301
"509","5/22/2020","23696","0",54
"510","5/22/2020","23701","110",777
"511","5/22/2020","23702","18",228
"512","5/22/2020","23703","53",591
"513","5/22/2020","23704","41",567
"514","5/22/2020","23707","25",316
"515","5/22/2020","23708","Suppressed*",127
"516","5/22/2020","23709","0",116
"517","5/22/2020","23801","10",111
"518","5/22/2020","23803","100",871
"519","5/22/2020","23805","35",429
"520","5/22/2020","23806","0",2
"521","5/22/2020","23821","Suppressed*",32
"522","5/22/2020","23824","11",159
"523","5/22/2020","23827","Suppressed*",31
"524","5/22/2020","23828","Suppressed*",14
"525","5/22/2020","23829","77",472
"526","5/22/2020","23830","Suppressed*",38
"527","5/22/2020","23831","90",721
"528","5/22/2020","23832","155",904
"529","5/22/2020","23833","Suppressed*",27
"530","5/22/2020","23834","108",632
"531","5/22/2020","23836","27",241
"532","5/22/2020","23837","48",109
"533","5/22/2020","23838","28",267
"534","5/22/2020","23839","0",21
"535","5/22/2020","23840","Suppressed*",45
"536","5/22/2020","23841","7",74
"537","5/22/2020","23842","8",110
"538","5/22/2020","23843","0",6
"539","5/22/2020","23844","Suppressed*",9
"540","5/22/2020","23845","0",5
"541","5/22/2020","23846","0",19
"542","5/22/2020","23847","88",384
"543","5/22/2020","23850","0",31
"544","5/22/2020","23851","35",533
"545","5/22/2020","23856","Suppressed*",10
"546","5/22/2020","23857","Suppressed*",15
"547","5/22/2020","23860","75",806
"548","5/22/2020","23866","Suppressed*",57
"549","5/22/2020","23867","21",78
"550","5/22/2020","23868","12",84
"551","5/22/2020","23872","Suppressed*",56
"552","5/22/2020","23874","0",30
"553","5/22/2020","23875","24",264
"554","5/22/2020","23876","0",2
"555","5/22/2020","23878","Suppressed*",27
"556","5/22/2020","23879","5",14
"557","5/22/2020","23881","Suppressed*",39
"558","5/22/2020","23882","6",61
"559","5/22/2020","23883","Suppressed*",50
"560","5/22/2020","23884","Suppressed*",0
"561","5/22/2020","23885","Suppressed*",60
"562","5/22/2020","23887","0",4
"563","5/22/2020","23888","Suppressed*",50
"564","5/22/2020","23889","Suppressed*",8
"565","5/22/2020","23890","27",150
"566","5/22/2020","23891","64",113
"567","5/22/2020","23893","Suppressed*",6
"568","5/22/2020","23894","0",10
"569","5/22/2020","23897","Suppressed*",11
"570","5/22/2020","23898","5",42
"571","5/22/2020","23899","Suppressed*",14
"572","5/22/2020","23901","79",520
"573","5/22/2020","23915","Suppressed*",15
"574","5/22/2020","23917","10",59
"575","5/22/2020","23919","5",32
"576","5/22/2020","23920","Suppressed*",42
"577","5/22/2020","23921","8",76
"578","5/22/2020","23922","7",135
"579","5/22/2020","23923","8",63
"580","5/22/2020","23924","73",181
"581","5/22/2020","23927","63",182
"582","5/22/2020","23930","Suppressed*",139
"583","5/22/2020","23934","Suppressed*",23
"584","5/22/2020","23936","401",259
"585","5/22/2020","23937","Suppressed*",62
"586","5/22/2020","23938","0",5
"587","5/22/2020","23942","Suppressed*",35
"588","5/22/2020","23944","Suppressed*",71
"589","5/22/2020","23947","Suppressed*",107
"590","5/22/2020","23950","8",57
"591","5/22/2020","23952","0",7
"592","5/22/2020","23954","Suppressed*",55
"593","5/22/2020","23958","12",115
"594","5/22/2020","23959","0",27
"595","5/22/2020","23960","16",77
"596","5/22/2020","23962","Suppressed*",23
"597","5/22/2020","23963","0",11
"598","5/22/2020","23964","0",28
"599","5/22/2020","23966","7",68
"600","5/22/2020","23967","Suppressed*",23
"601","5/22/2020","23968","Suppressed*",20
"602","5/22/2020","23970","14",122
"603","5/22/2020","23974","Suppressed*",114
"604","5/22/2020","23976","0",10
"605","5/22/2020","24011","0",11
"606","5/22/2020","24012","53",222
"607","5/22/2020","24013","8",49
"608","5/22/2020","24014","54",135
"609","5/22/2020","24015","14",70
"610","5/22/2020","24016","5",69
"611","5/22/2020","24017","14",201
"612","5/22/2020","24018","35",291
"613","5/22/2020","24019","10",174
"614","5/22/2020","24053","Suppressed*",33
"615","5/22/2020","24054","8",73
"616","5/22/2020","24055","11",149
"617","5/22/2020","24058","0",4
"618","5/22/2020","24059","0",6
"619","5/22/2020","24060","34",479
"620","5/22/2020","24064","0",24
"621","5/22/2020","24065","Suppressed*",35
"622","5/22/2020","24066","Suppressed*",16
"623","5/22/2020","24067","Suppressed*",16
"624","5/22/2020","24069","Suppressed*",30
"625","5/22/2020","24070","Suppressed*",13
"626","5/22/2020","24072","0",11
"627","5/22/2020","24073","19",414
"628","5/22/2020","24076","0",7
"629","5/22/2020","24077","Suppressed*",3
"630","5/22/2020","24078","11",95
"631","5/22/2020","24079","0",12
"632","5/22/2020","24082","0",5
"633","5/22/2020","24083","7",25
"634","5/22/2020","24084","7",186
"635","5/22/2020","24085","7",11
"636","5/22/2020","24087","6",61
"637","5/22/2020","24088","0",9
"638","5/22/2020","24089","Suppressed*",34
"639","5/22/2020","24090","9",21
"640","5/22/2020","24091","Suppressed*",62
"641","5/22/2020","24092","Suppressed*",9
"642","5/22/2020","24093","0",1
"643","5/22/2020","24095","Suppressed*",23
"644","5/22/2020","24101","Suppressed*",33
"645","5/22/2020","24102","0",3
"646","5/22/2020","24104","Suppressed*",66
"647","5/22/2020","24105","0",5
"648","5/22/2020","24112","42",370
"649","5/22/2020","24120","Suppressed*",12
"650","5/22/2020","24121","Suppressed*",91
"651","5/22/2020","24122","Suppressed*",17
"652","5/22/2020","24124","Suppressed*",40
"653","5/22/2020","24127","Suppressed*",48
"654","5/22/2020","24128","Suppressed*",17
"655","5/22/2020","24131","0",1
"656","5/22/2020","24132","0",5
"657","5/22/2020","24133","Suppressed*",35
"658","5/22/2020","24134","0",42
"659","5/22/2020","24136","0",16
"660","5/22/2020","24137","Suppressed*",17
"661","5/22/2020","24138","0",24
"662","5/22/2020","24139","0",8
"663","5/22/2020","24141","5",164
"664","5/22/2020","24142","0",2
"665","5/22/2020","24147","Suppressed*",11
"666","5/22/2020","24148","5",77
"667","5/22/2020","24149","0",28
"668","5/22/2020","24150","Suppressed*",4
"669","5/22/2020","24151","13",56
"670","5/22/2020","24153","57",558
"671","5/22/2020","24161","0",6
"672","5/22/2020","24162","6",45
"673","5/22/2020","24165","Suppressed*",27
"674","5/22/2020","24167","0",4
"675","5/22/2020","24168","Suppressed*",18
"676","5/22/2020","24171","7",75
"677","5/22/2020","24174","Suppressed*",27
"678","5/22/2020","24175","Suppressed*",38
"679","5/22/2020","24176","Suppressed*",17
"680","5/22/2020","24179","14",106
"681","5/22/2020","24184","6",16
"682","5/22/2020","24185","0",5
"683","5/22/2020","24201","Suppressed*",288
"684","5/22/2020","24202","8",171
"685","5/22/2020","24210","19",289
"686","5/22/2020","24211","10",156
"687","5/22/2020","24216","10",68
"688","5/22/2020","24217","0",2
"689","5/22/2020","24219","9",398
"690","5/22/2020","24220","0",8
"691","5/22/2020","24221","0",4
"692","5/22/2020","24224","5",71
"693","5/22/2020","24225","0",11
"694","5/22/2020","24226","0",14
"695","5/22/2020","24228","0",92
"696","5/22/2020","24230","0",109
"697","5/22/2020","24236","5",41
"698","5/22/2020","24237","0",7
"699","5/22/2020","24239","0",5
"700","5/22/2020","24243","0",45
"701","5/22/2020","24244","Suppressed*",115
"702","5/22/2020","24245","0",19
"703","5/22/2020","24246","0",6
"704","5/22/2020","24248","Suppressed*",42
"705","5/22/2020","24250","0",13
"706","5/22/2020","24251","Suppressed*",156
"707","5/22/2020","24256","0",38
"708","5/22/2020","24258","0",19
"709","5/22/2020","24260","0",64
"710","5/22/2020","24263","Suppressed*",114
"711","5/22/2020","24265","0",12
"712","5/22/2020","24266","Suppressed*",118
"713","5/22/2020","24269","0",4
"714","5/22/2020","24270","Suppressed*",6
"715","5/22/2020","24271","0",38
"716","5/22/2020","24272","0",8
"717","5/22/2020","24273","Suppressed*",73
"718","5/22/2020","24277","Suppressed*",102
"719","5/22/2020","24279","Suppressed*",36
"720","5/22/2020","24280","0",6
"721","5/22/2020","24281","0",31
"722","5/22/2020","24282","0",15
"723","5/22/2020","24283","0",36
"724","5/22/2020","24290","0",36
"725","5/22/2020","24292","0",12
"726","5/22/2020","24293","Suppressed*",127
"727","5/22/2020","24301","Suppressed*",293
"728","5/22/2020","24311","0",27
"729","5/22/2020","24312","0",29
"730","5/22/2020","24313","Suppressed*",7
"731","5/22/2020","24314","0",28
"732","5/22/2020","24315","0",40
"733","5/22/2020","24316","0",2
"734","5/22/2020","24317","Suppressed*",42
"735","5/22/2020","24318","0",9
"736","5/22/2020","24319","5",89
"737","5/22/2020","24322","0",3
"738","5/22/2020","24323","Suppressed*",11
"739","5/22/2020","24324","0",39
"740","5/22/2020","24325","Suppressed*",7
"741","5/22/2020","24326","0",7
"742","5/22/2020","24328","0",19
"743","5/22/2020","24330","12",58
"744","5/22/2020","24333","125",480
"745","5/22/2020","24340","Suppressed*",82
"746","5/22/2020","24343","26",150
"747","5/22/2020","24347","Suppressed*",25
"748","5/22/2020","24348","0",83
"749","5/22/2020","24350","0",13
"750","5/22/2020","24351","0",3
"751","5/22/2020","24352","Suppressed*",13
"752","5/22/2020","24354","6",217
"753","5/22/2020","24360","5",98
"754","5/22/2020","24361","Suppressed*",73
"755","5/22/2020","24363","0",9
"756","5/22/2020","24366","Suppressed*",16
"757","5/22/2020","24368","Suppressed*",70
